rank,probe_dir,pair_id,steer_target,predicted,correct,sim_high_ref,sim_low_ref,margin,sim_to_predicted,judge_closer,tie
492,probe_checkpoints.withRegularGullibility,sol-00221,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
493,probe_checkpoints.withDefense484Only,sol-00222,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
494,probe_checkpoints.withRegularGullibility,sol-00222,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
495,probe_checkpoints.withRegularGullibility,sol-00223,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
496,probe_checkpoints.withRegularGullibility,sol-00223,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
497,probe_checkpoints.withDefense484Only,sol-00224,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
498,probe_checkpoints.withRegularGullibility,sol-00224,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
499,probe_checkpoints.withDefense484Only,sol-00225,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
500,probe_checkpoints.withDefense484Only,sol-00225,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
501,probe_checkpoints.withDefense484Only,sol-00227,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
502,probe_checkpoints.withDefense484Only,sol-00228,low,low,True,0.3000,0.8500,-0.5500,0.8500,low,False
503,probe_checkpoints.withRegularGullibility,sol-00228,low,high,False,0.8500,0.5000,+0.3500,0.8500,high,False
504,probe_checkpoints.withRegularGullibility,sol-00229,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
505,probe_checkpoints.withDefense484Only,sol-00230,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
506,probe_checkpoints.withRegularGullibility,sol-00230,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
507,probe_checkpoints.withDefense484Only,sol-00231,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
508,probe_checkpoints.withRegularGullibility,sol-00231,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
509,probe_checkpoints.withRegularGullibility,sol-00232,low,high,False,0.8500,0.5000,+0.3500,0.8500,high,False
510,probe_checkpoints.withRegularGullibility,sol-00232,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
511,probe_checkpoints.withDefense484Only,sol-00233,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
512,probe_checkpoints.withRegularGullibility,sol-00233,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
513,probe_checkpoints.withRegularGullibility,sol-00233,high,low,False,0.4500,0.8500,-0.4000,0.8500,low,False
514,probe_checkpoints.withRegularGullibility,sol-00234,high,low,False,0.2500,0.8500,-0.6000,0.8500,low,False
515,probe_checkpoints.withRegularGullibility,sol-00235,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
516,probe_checkpoints.withDefense484Only,sol-00236,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
517,probe_checkpoints.withRegularGullibility,sol-00236,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
518,probe_checkpoints.withDefense484Only,sol-00237,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
519,probe_checkpoints.withRegularGullibility,sol-00237,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
520,probe_checkpoints.withDefense484Only,sol-00238,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
521,probe_checkpoints.withDefense484Only,sol-00238,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
522,probe_checkpoints.withRegularGullibility,sol-00238,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
523,probe_checkpoints.withDefense484Only,sol-00239,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
524,probe_checkpoints.withDefense484Only,sol-00240,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
525,probe_checkpoints.withRegularGullibility,sol-00240,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
526,probe_checkpoints.withDefense484Only,sol-00241,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
527,probe_checkpoints.withRegularGullibility,sol-00241,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
528,probe_checkpoints.withRegularGullibility,sol-00243,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
529,probe_checkpoints.withRegularGullibility,sol-00243,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
530,probe_checkpoints.withDefense484Only,sol-00244,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
531,probe_checkpoints.withDefense484Only,sol-00245,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
532,probe_checkpoints.withRegularGullibility,sol-00247,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
533,probe_checkpoints.withRegularGullibility,sol-00249,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
534,probe_checkpoints.withDefense484Only,sol-00250,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
535,probe_checkpoints.withRegularGullibility,sol-00251,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
536,probe_checkpoints.withRegularGullibility,sol-00252,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
537,probe_checkpoints.withDefense484Only,sol-00254,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
538,probe_checkpoints.withDefense484Only,sol-00256,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
539,probe_checkpoints.withRegularGullibility,sol-00256,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
540,probe_checkpoints.withDefense484Only,sol-00257,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
541,probe_checkpoints.withRegularGullibility,sol-00257,high,low,False,0.4500,0.8500,-0.4000,0.8500,low,False
542,probe_checkpoints.withDefense484Only,sol-00258,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
543,probe_checkpoints.withDefense484Only,sol-00258,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
544,probe_checkpoints.withRegularGullibility,sol-00258,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
545,probe_checkpoints.withDefense484Only,sol-00259,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
546,probe_checkpoints.withRegularGullibility,sol-00259,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
547,probe_checkpoints.withDefense484Only,sol-00260,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
548,probe_checkpoints.withRegularGullibility,sol-00260,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
549,probe_checkpoints.withDefense484Only,sol-00262,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
550,probe_checkpoints.withRegularGullibility,sol-00262,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
551,probe_checkpoints.withDefense484Only,sol-00263,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
552,probe_checkpoints.withRegularGullibility,sol-00263,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
553,probe_checkpoints.withDefense484Only,sol-00264,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
554,probe_checkpoints.withDefense484Only,sol-00265,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
555,probe_checkpoints.withRegularGullibility,sol-00265,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
556,probe_checkpoints.withRegularGullibility,sol-00266,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
557,probe_checkpoints.withRegularGullibility,sol-00266,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
558,probe_checkpoints.withDefense484Only,sol-00267,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
559,probe_checkpoints.withRegularGullibility,sol-00267,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
560,probe_checkpoints.withDefense484Only,sol-00268,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
561,probe_checkpoints.withRegularGullibility,sol-00268,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
562,probe_checkpoints.withDefense484Only,sol-00269,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
563,probe_checkpoints.withRegularGullibility,sol-00269,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
564,probe_checkpoints.withDefense484Only,sol-00270,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
565,probe_checkpoints.withRegularGullibility,sol-00270,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
566,probe_checkpoints.withDefense484Only,sol-00273,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
567,probe_checkpoints.withRegularGullibility,sol-00271,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
568,probe_checkpoints.withRegularGullibility,sol-00273,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
569,probe_checkpoints.withDefense484Only,sol-00274,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
570,probe_checkpoints.withRegularGullibility,sol-00274,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
571,probe_checkpoints.withRegularGullibility,sol-00275,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
572,probe_checkpoints.withDefense484Only,sol-00276,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
573,probe_checkpoints.withDefense484Only,sol-00276,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
574,probe_checkpoints.withRegularGullibility,sol-00276,low,low,True,0.1500,0.8500,-0.7000,0.8500,low,False
575,probe_checkpoints.withRegularGullibility,sol-00277,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
576,probe_checkpoints.withRegularGullibility,sol-00279,high,high,True,0.8500,0.4000,+0.4500,0.8500,high,False
577,probe_checkpoints.withRegularGullibility,sol-00280,low,low,True,0.3000,0.8500,-0.5500,0.8500,low,False
578,probe_checkpoints.withRegularGullibility,sol-00280,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
579,probe_checkpoints.withRegularGullibility,sol-00281,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
580,probe_checkpoints.withDefense484Only,sol-00282,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
581,probe_checkpoints.withRegularGullibility,sol-00284,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
582,probe_checkpoints.withRegularGullibility,sol-00284,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
583,probe_checkpoints.withDefense484Only,sol-00285,high,low,False,0.4000,0.8500,-0.4500,0.8500,low,False
584,probe_checkpoints.withRegularGullibility,sol-00285,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
585,probe_checkpoints.withDefense484Only,sol-00286,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
586,probe_checkpoints.withDefense484Only,sol-00286,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
587,probe_checkpoints.withRegularGullibility,sol-00286,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
588,probe_checkpoints.withRegularGullibility,sol-00286,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
589,probe_checkpoints.withRegularGullibility,sol-00287,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
590,probe_checkpoints.withRegularGullibility,sol-00287,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
591,probe_checkpoints.withDefense484Only,sol-00288,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
592,probe_checkpoints.withRegularGullibility,sol-00288,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
593,probe_checkpoints.withDefense484Only,sol-00289,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
594,probe_checkpoints.withRegularGullibility,sol-00289,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
595,probe_checkpoints.withDefense484Only,sol-00290,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
596,probe_checkpoints.withDefense484Only,sol-00290,high,high,True,0.8500,0.1500,+0.7000,0.8500,high,False
597,probe_checkpoints.withDefense484Only,sol-00291,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
598,probe_checkpoints.withRegularGullibility,sol-00291,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
599,probe_checkpoints.withRegularGullibility,sol-00292,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
600,probe_checkpoints.withRegularGullibility,sol-00293,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
601,probe_checkpoints.withDefense484Only,sol-00294,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
602,probe_checkpoints.withRegularGullibility,sol-00294,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
603,probe_checkpoints.withDefense484Only,sol-00295,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
604,probe_checkpoints.withDefense484Only,sol-00295,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
605,probe_checkpoints.withDefense484Only,sol-00296,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
606,probe_checkpoints.withRegularGullibility,sol-00296,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
607,probe_checkpoints.withRegularGullibility,sol-00297,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
608,probe_checkpoints.withDefense484Only,sol-00298,high,low,False,0.4000,0.8500,-0.4500,0.8500,low,False
609,probe_checkpoints.withRegularGullibility,sol-00299,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
610,probe_checkpoints.withDefense484Only,sol-00300,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
611,probe_checkpoints.withDefense484Only,sol-00301,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
612,probe_checkpoints.withRegularGullibility,sol-00301,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
613,probe_checkpoints.withDefense484Only,sol-00305,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
614,probe_checkpoints.withRegularGullibility,sol-00305,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
615,probe_checkpoints.withDefense484Only,sol-00306,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
616,probe_checkpoints.withRegularGullibility,sol-00306,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
617,probe_checkpoints.withRegularGullibility,sol-00306,high,high,True,0.8500,0.4000,+0.4500,0.8500,high,False
618,probe_checkpoints.withRegularGullibility,sol-00308,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
619,probe_checkpoints.withDefense484Only,sol-00309,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
620,probe_checkpoints.withRegularGullibility,sol-00309,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
621,probe_checkpoints.withRegularGullibility,sol-00309,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
622,probe_checkpoints.withDefense484Only,sol-00310,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
623,probe_checkpoints.withRegularGullibility,sol-00311,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
624,probe_checkpoints.withRegularGullibility,sol-00314,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
625,probe_checkpoints.withDefense484Only,sol-00315,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
626,probe_checkpoints.withDefense484Only,sol-00316,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
627,probe_checkpoints.withDefense484Only,sol-00316,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
628,probe_checkpoints.withRegularGullibility,sol-00318,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
629,probe_checkpoints.withDefense484Only,sol-00317,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
630,probe_checkpoints.withRegularGullibility,sol-00317,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
631,probe_checkpoints.withDefense484Only,sol-00318,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
632,probe_checkpoints.withDefense484Only,sol-00320,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
633,probe_checkpoints.withDefense484Only,sol-00320,high,low,False,0.1500,0.8500,-0.7000,0.8500,low,False
634,probe_checkpoints.withRegularGullibility,sol-00320,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
635,probe_checkpoints.withRegularGullibility,sol-00322,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
636,probe_checkpoints.withRegularGullibility,sol-00322,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
637,probe_checkpoints.withDefense484Only,sol-00324,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
638,probe_checkpoints.withRegularGullibility,sol-00324,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
639,probe_checkpoints.withDefense484Only,sol-00325,low,low,True,0.7500,0.8500,-0.1000,0.8500,low,False
640,probe_checkpoints.withDefense484Only,sol-00325,high,low,False,0.4000,0.8500,-0.4500,0.8500,low,False
641,probe_checkpoints.withRegularGullibility,sol-00327,low,low,True,0.2000,0.8500,-0.6500,0.8500,low,False
642,probe_checkpoints.withRegularGullibility,sol-00329,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
643,probe_checkpoints.withDefense484Only,sol-00331,low,high,False,0.8500,0.8000,+0.0500,0.8500,high,False
644,probe_checkpoints.withRegularGullibility,sol-00331,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
645,probe_checkpoints.withRegularGullibility,sol-00331,high,low,False,0.5500,0.8500,-0.3000,0.8500,low,False
646,probe_checkpoints.withRegularGullibility,sol-00332,high,low,False,0.2000,0.8500,-0.6500,0.8500,low,False
647,probe_checkpoints.withDefense484Only,sol-00333,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
648,probe_checkpoints.withRegularGullibility,sol-00333,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
649,probe_checkpoints.withDefense484Only,sol-00334,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
650,probe_checkpoints.withDefense484Only,sol-00337,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
651,probe_checkpoints.withRegularGullibility,sol-00337,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
652,probe_checkpoints.withDefense484Only,sol-00338,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
653,probe_checkpoints.withRegularGullibility,sol-00338,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
654,probe_checkpoints.withDefense484Only,sol-00339,low,high,False,0.8500,0.5000,+0.3500,0.8500,high,False
655,probe_checkpoints.withRegularGullibility,sol-00339,high,high,True,0.8500,0.2000,+0.6500,0.8500,high,False
656,probe_checkpoints.withRegularGullibility,sol-00340,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
657,probe_checkpoints.withDefense484Only,sol-00341,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
658,probe_checkpoints.withDefense484Only,sol-00341,high,high,True,0.8500,0.5500,+0.3000,0.8500,high,False
659,probe_checkpoints.withRegularGullibility,sol-00342,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
660,probe_checkpoints.withDefense484Only,sol-00343,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
661,probe_checkpoints.withDefense484Only,sol-00345,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
662,probe_checkpoints.withRegularGullibility,sol-00345,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
663,probe_checkpoints.withDefense484Only,sol-00347,low,high,False,0.8500,0.6000,+0.2500,0.8500,high,False
664,probe_checkpoints.withRegularGullibility,sol-00347,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
665,probe_checkpoints.withRegularGullibility,sol-00347,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
666,probe_checkpoints.withDefense484Only,sol-00348,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
667,probe_checkpoints.withDefense484Only,sol-00348,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
668,probe_checkpoints.withRegularGullibility,sol-00348,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
669,probe_checkpoints.withDefense484Only,sol-00349,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
670,probe_checkpoints.withRegularGullibility,sol-00349,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
671,probe_checkpoints.withDefense484Only,sol-00352,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
672,probe_checkpoints.withRegularGullibility,sol-00352,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
673,probe_checkpoints.withDefense484Only,sol-00353,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
674,probe_checkpoints.withDefense484Only,sol-00356,low,high,False,0.8500,0.1500,+0.7000,0.8500,high,False
675,probe_checkpoints.withDefense484Only,sol-00358,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
676,probe_checkpoints.withRegularGullibility,sol-00358,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
677,probe_checkpoints.withDefense484Only,sol-00359,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
678,probe_checkpoints.withRegularGullibility,sol-00359,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
679,probe_checkpoints.withRegularGullibility,sol-00360,high,low,False,0.7000,0.8500,-0.1500,0.8500,low,False
680,probe_checkpoints.withDefense484Only,sol-00361,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
681,probe_checkpoints.withRegularGullibility,sol-00361,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
682,probe_checkpoints.withDefense484Only,sol-00365,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
683,probe_checkpoints.withRegularGullibility,sol-00365,high,low,False,0.3000,0.8500,-0.5500,0.8500,low,False
684,probe_checkpoints.withDefense484Only,sol-00367,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
685,probe_checkpoints.withRegularGullibility,sol-00367,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
686,probe_checkpoints.withDefense484Only,sol-00369,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
687,probe_checkpoints.withDefense484Only,sol-00370,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
688,probe_checkpoints.withRegularGullibility,sol-00372,high,high,True,0.8500,0.5500,+0.3000,0.8500,high,False
689,probe_checkpoints.withDefense484Only,sol-00373,low,high,False,0.8500,0.4000,+0.4500,0.8500,high,False
690,probe_checkpoints.withRegularGullibility,sol-00373,low,low,True,0.2000,0.8500,-0.6500,0.8500,low,False
691,probe_checkpoints.withDefense484Only,sol-00374,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
692,probe_checkpoints.withDefense484Only,sol-00375,low,high,False,0.8500,0.2000,+0.6500,0.8500,high,False
693,probe_checkpoints.withDefense484Only,sol-00377,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
694,probe_checkpoints.withRegularGullibility,sol-00377,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
695,probe_checkpoints.withRegularGullibility,sol-00377,high,high,True,0.8500,0.3000,+0.5500,0.8500,high,False
696,probe_checkpoints.withDefense484Only,sol-00379,high,high,True,0.8500,0.8000,+0.0500,0.8500,high,False
697,probe_checkpoints.withRegularGullibility,sol-00379,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
698,probe_checkpoints.withRegularGullibility,sol-00379,high,low,False,0.7500,0.8500,-0.1000,0.8500,low,False
699,probe_checkpoints.withDefense484Only,sol-00380,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
700,probe_checkpoints.withDefense484Only,sol-00380,high,high,True,0.8500,0.7000,+0.1500,0.8500,high,False
701,probe_checkpoints.withRegularGullibility,sol-00380,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
702,probe_checkpoints.withDefense484Only,sol-00381,low,high,False,0.8500,0.3000,+0.5500,0.8500,high,False
703,probe_checkpoints.withRegularGullibility,sol-00381,low,low,True,0.7000,0.8500,-0.1500,0.8500,low,False
704,probe_checkpoints.withDefense484Only,sol-00383,low,high,False,0.8500,0.7500,+0.1000,0.8500,high,False
705,probe_checkpoints.withDefense484Only,sol-00385,low,high,False,0.8500,0.5500,+0.3000,0.8500,high,False
706,probe_checkpoints.withRegularGullibility,sol-00385,low,high,False,0.8500,0.7000,+0.1500,0.8500,high,False
707,probe_checkpoints.withDefense484Only,sol-00000,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
708,probe_checkpoints.withDefense484Only,sol-00000,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
709,probe_checkpoints.withRegularGullibility,sol-00001,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
710,probe_checkpoints.withDefense484Only,sol-00004,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
711,probe_checkpoints.withDefense484Only,sol-00006,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
712,probe_checkpoints.withRegularGullibility,sol-00000,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
713,probe_checkpoints.withRegularGullibility,sol-00000,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
714,probe_checkpoints.withRegularGullibility,sol-00001,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
715,probe_checkpoints.withDefense484Only,sol-00003,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
716,probe_checkpoints.withDefense484Only,sol-00008,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
717,probe_checkpoints.withDefense484Only,sol-00010,low,low,True,0.7000,0.8000,-0.1000,0.8000,low,False
718,probe_checkpoints.withRegularGullibility,sol-00012,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
719,probe_checkpoints.withRegularGullibility,sol-00012,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
720,probe_checkpoints.withRegularGullibility,sol-00014,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
721,probe_checkpoints.withDefense484Only,sol-00018,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
722,probe_checkpoints.withRegularGullibility,sol-00018,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
723,probe_checkpoints.withRegularGullibility,sol-00019,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
724,probe_checkpoints.withDefense484Only,sol-00020,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
725,probe_checkpoints.withRegularGullibility,sol-00020,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
726,probe_checkpoints.withDefense484Only,sol-00022,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
727,probe_checkpoints.withDefense484Only,sol-00024,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
728,probe_checkpoints.withRegularGullibility,sol-00024,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
729,probe_checkpoints.withRegularGullibility,sol-00026,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
730,probe_checkpoints.withDefense484Only,sol-00030,high,low,False,0.5000,0.8000,-0.3000,0.8000,low,False
731,probe_checkpoints.withRegularGullibility,sol-00030,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
732,probe_checkpoints.withRegularGullibility,sol-00031,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
733,probe_checkpoints.withDefense484Only,sol-00032,low,low,True,0.3000,0.8000,-0.5000,0.8000,low,False
734,probe_checkpoints.withDefense484Only,sol-00036,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
735,probe_checkpoints.withDefense484Only,sol-00042,low,low,True,0.2000,0.8000,-0.6000,0.8000,low,False
736,probe_checkpoints.withRegularGullibility,sol-00042,high,low,False,0.2000,0.8000,-0.6000,0.8000,low,False
737,probe_checkpoints.withDefense484Only,sol-00043,high,low,False,0.3000,0.8000,-0.5000,0.8000,low,False
